,Id,SalePrice,SalePrice_log,MSSubClass,LotFrontage,LotArea,OverallQual,YearBuilt,MasVnrArea,ExterQual,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,GarageType,GarageFinish,GarageArea,GarageQual,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,TotalSF,Age,TotPorchSF,TotBaths,TotCarGarage,Has2ndFl,HasPorch,HasDeck,HasPool,HasFirePlace,HasGasHeating,HasExBsmtQual,HasIrregularLotShape,HasLandSlope,FoundationType,HasStoneMas,NeighborhoodType
1122,1123,112000,11.62625415,20,70.04995837,8926,4,1956,0,TA,0,672,672,960,0,960,0,0,1,0,1,TA,5,Basment,Unf,288,TA,64,0,0,0,160,1632,3965,160,1,0,0,1,1,0,1,1,0,1,1,1,0,1
1123,1124,118000,11.6784399,20,50,9405,5,1947,0,TA,0,698,698,698,0,698,0,1,1,0,1,TA,4,None,None,0,None,0,200,0,0,0,1396,4017,200,1.5,0,0,1,0,0,1,1,0,0,1,1,0,1
1124,1125,163900,12.00701176,80,70.04995837,9125,7,1992,170,TA,0,384,384,812,670,1482,0,0,2,1,1,Gd,7,Attchd,Fin,392,TA,100,25,0,0,0,1866,3999,25,2.5,0,1,1,1,0,1,1,0,1,1,2,0,1
1125,1126,115000,11.65268741,20,60,10434,4,1955,0,TA,0,1005,1005,1005,0,1005,0,0,1,0,1,Fa,5,Detchd,Unf,672,Fa,0,0,0,0,0,2010,3964,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1
1126,1127,174000,12.06681058,120,53,3684,7,2007,130,Gd,0,1373,1373,1555,0,1555,0,0,2,0,1,Gd,7,Attchd,Fin,660,TA,143,20,0,0,0,2928,4016,20,2,3,0,1,1,0,1,1,0,0,1,2,0,1
1127,1128,259000,12.46458334,20,182,14572,7,2004,0,Gd,1300,230,1530,1530,0,1530,1,0,2,0,1,Gd,7,Attchd,Fin,630,TA,144,36,0,0,0,3060,4011,36,3,3,0,1,1,0,1,1,0,1,1,2,0,1
1128,1129,215000,12.27839331,60,59,11796,7,2004,0,Gd,0,847,847,847,1112,1959,0,0,2,1,1,Gd,8,BuiltIn,Fin,434,TA,100,48,0,0,0,2806,4012,48,2.5,0,1,1,1,0,1,1,0,1,1,2,0,1
1129,1130,140000,11.8493977,90,60,7200,5,1980,180,TA,936,0,936,936,0,936,1,0,1,0,1,TA,4,Detchd,Unf,672,TA,49,0,0,0,0,1872,3987,0,2,0,0,0,1,0,1,1,0,0,1,1,0,1
1130,1131,135000,11.81303006,50,65,7804,4,1928,0,TA,622,500,1122,1328,653,1981,1,0,2,0,1,Gd,7,Detchd,Unf,576,TA,431,44,0,0,0,3103,3959,44,3,0,1,1,1,0,1,1,0,0,1,0,0,1
1131,1132,93500,11.44571672,20,63,10712,5,1991,0,TA,212,762,974,974,0,974,0,0,1,0,1,TA,5,None,None,0,None,0,28,0,0,0,1948,3999,28,1,0,0,1,0,0,1,1,0,0,1,2,0,1
1132,1133,117500,11.67419361,70,90,9900,6,1880,0,TA,0,1008,1008,1178,1032,2210,0,0,2,0,1,Fa,8,Detchd,Unf,205,Fa,0,48,0,0,0,3218,3957,48,2,0,1,1,0,0,1,1,0,0,1,0,0,1
1133,1134,239500,12.3863087,60,80,9828,8,1995,0,Gd,584,544,1128,1142,878,2020,0,0,2,1,1,Gd,8,Attchd,RFn,466,TA,0,155,0,0,0,3148,4004,155,2.5,0,1,1,0,0,1,1,0,1,1,2,0,1
1134,1135,169000,12.03765399,60,57,8773,6,1997,0,TA,0,916,916,916,684,1600,0,0,2,1,1,TA,7,Attchd,Fin,460,TA,100,38,0,0,0,2516,4004,38,2.5,0,1,1,1,0,1,1,0,1,1,2,0,1
1135,1136,102000,11.53272809,30,60,6180,6,1926,0,TA,0,960,960,986,0,986,0,0,1,0,1,TA,5,Detchd,Unf,180,TA,0,128,0,0,0,1946,3957,128,1,0,0,1,0,0,1,1,0,0,1,0,0,1
1136,1137,119000,11.68687877,50,80,9600,6,1950,0,TA,280,752,1032,1032,220,1252,0,0,1,0,1,TA,6,Attchd,Unf,288,TA,0,0,96,0,0,2284,3958,96,1,0,1,1,0,0,1,1,0,0,1,1,0,1
1137,1138,94000,11.45105006,50,54,6342,5,1875,0,TA,0,780,780,780,240,1020,0,0,1,0,1,TA,6,None,None,0,None,0,0,176,0,0,1800,4006,176,1,0,1,1,0,0,1,1,0,0,1,1,0,1
1138,1139,196000,12.18586994,20,70.04995837,9819,6,1977,0,TA,1567,0,1567,1567,0,1567,1,0,2,0,1,Gd,5,Attchd,RFn,714,TA,264,32,0,0,0,3134,3986,32,3,0,0,1,1,0,1,1,0,1,1,2,0,1
1139,1140,144000,11.87756858,30,98,8731,5,1920,0,TA,645,270,915,1167,0,1167,0,0,1,0,1,TA,6,Detchd,Unf,495,TA,0,0,216,0,126,2082,3957,342,1,0,0,1,0,0,1,1,0,1,1,0,0,1
1140,1141,139000,11.84222921,20,60,7350,5,1951,0,TA,852,100,952,952,0,952,1,0,1,0,1,TA,4,Detchd,Unf,840,TA,0,0,0,0,0,1904,3959,0,2,0,0,0,0,0,1,1,0,0,1,1,0,1
1141,1142,197500,12.19349386,60,70.04995837,10304,5,1976,44,TA,381,399,780,1088,780,1868,1,0,2,1,1,Gd,9,Attchd,Unf,484,TA,448,96,0,0,0,2648,3985,96,3.5,0,1,1,1,0,1,1,0,1,1,1,0,1
1142,1143,424870,12.95953852,60,77,9965,8,2006,340,Gd,1150,316,1466,1466,1362,2828,1,0,3,0,1,Gd,11,BuiltIn,RFn,1052,TA,125,144,0,0,0,4294,4014,144,4,3,1,1,1,0,1,1,1,0,1,2,1,1
1143,1144,80000,11.28978191,20,70.04995837,9000,5,1959,0,TA,288,718,1006,1006,0,1006,0,0,1,0,1,TA,5,None,None,0,None,0,24,0,0,0,2012,3967,24,1,0,0,1,0,0,1,1,0,0,1,1,0,1
1144,1145,80000,11.28978191,190,60,12180,4,1941,0,TA,348,324,672,672,252,924,1,0,1,0,1,Fa,5,Detchd,Unf,280,TA,0,0,0,0,0,1596,3960,0,2,0,1,0,0,0,1,0,0,0,1,0,0,1
1145,1146,149000,11.91170158,50,52,6240,5,1928,0,TA,0,1042,1042,1042,534,1576,0,0,1,0,1,TA,8,Detchd,Unf,225,TA,0,0,0,0,0,2618,3956,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1
1146,1147,180000,12.10071213,20,70.04995837,11200,6,1985,85,Gd,1258,40,1298,1298,0,1298,1,0,2,0,1,Gd,5,Attchd,Unf,403,TA,165,26,0,0,0,2596,3991,26,3,0,0,1,1,0,1,1,0,0,1,1,0,1
1147,1148,174500,12.06968002,70,75,12000,7,1941,0,TA,275,429,704,860,704,1564,0,0,1,1,1,Fa,7,Attchd,Unf,234,TA,0,0,0,0,0,2268,3959,0,1.5,0,1,0,0,0,1,1,0,0,1,1,0,1
1148,1149,116900,11.66907415,50,70.04995837,5700,7,1926,0,TA,0,572,572,572,539,1111,0,0,1,0,1,TA,5,Detchd,Unf,288,TA,0,0,176,0,0,1683,3958,176,1,0,1,1,0,0,1,1,0,0,1,2,0,1
1149,1150,143000,11.87059991,70,50,9000,7,1920,0,TA,624,26,650,832,650,1482,0,1,1,0,1,TA,7,Detchd,Unf,324,TA,0,0,0,0,0,2132,3997,0,1.5,0,1,0,0,0,1,1,0,0,1,2,0,1
1150,1151,124000,11.72803684,20,57,8280,6,1950,0,TA,0,932,932,932,0,932,0,0,1,0,1,Gd,4,Attchd,Unf,306,TA,0,0,214,0,0,1864,3957,214,1,0,0,1,0,0,1,1,0,1,1,1,0,1
1151,1152,149900,11.91772368,20,134,17755,5,1959,132,TA,176,1290,1466,1466,0,1466,0,0,1,1,1,Fa,6,Attchd,Fin,528,TA,0,140,0,0,100,2932,3965,240,1.5,0,0,1,0,0,1,1,0,0,1,1,0,1
1152,1153,230000,12.34583459,20,90,14115,6,1956,0,TA,296,230,1073,1811,0,1811,0,0,1,0,1,Ex,6,Attchd,Fin,470,TA,0,0,280,0,0,2884,4010,280,1,0,0,1,0,0,1,1,0,1,1,2,0,1
1153,1154,120500,11.69940503,30,70.04995837,5890,6,1930,0,Gd,538,278,816,816,0,816,0,0,1,0,1,TA,5,Detchd,Unf,432,TA,0,0,96,0,0,1632,4015,96,1,0,0,1,0,0,1,1,0,0,1,0,0,0
1154,1155,201800,12.21503239,60,70.04995837,13700,7,1965,288,TA,454,410,864,902,918,1820,0,0,1,2,1,Gd,8,Attchd,Unf,492,TA,60,84,0,0,273,2684,3996,357,2,0,1,1,1,0,1,1,0,1,1,1,1,1
1155,1156,218000,12.29225034,20,90,10768,5,1976,0,Gd,1157,280,1437,1437,0,1437,1,0,2,0,1,Gd,6,Attchd,RFn,528,TA,0,21,0,0,180,2874,4011,201,3,0,0,1,0,0,1,1,0,1,1,1,0,1
1156,1157,179900,12.10015642,80,85,9350,5,1965,0,TA,633,586,1219,1265,0,1265,0,1,2,0,1,Gd,6,Attchd,RFn,502,TA,0,92,0,96,0,2484,4007,188,2.5,0,0,1,0,0,1,1,0,0,1,2,0,1
1157,1158,230000,12.34583459,120,34,5001,7,2007,166,Gd,904,410,1314,1314,0,1314,1,0,2,0,1,Gd,6,Attchd,RFn,626,TA,172,62,0,0,0,2628,4017,62,3,0,0,1,1,0,1,1,0,1,1,2,1,2
1158,1159,235128,12.36788533,20,92,11932,8,2007,186,Gd,0,1580,1580,1580,0,1580,0,0,2,0,1,Gd,7,Attchd,RFn,830,TA,0,24,0,0,0,3160,4016,24,2,3,0,1,0,0,1,1,0,0,1,2,1,1
1159,1160,185000,12.1281111,60,76,9120,6,1974,270,Gd,442,459,901,943,933,1876,0,0,2,1,1,Gd,8,Attchd,RFn,540,Gd,0,69,0,0,0,2777,3982,69,2.5,0,1,1,0,0,1,1,0,0,1,1,0,1
1160,1161,146000,11.8913619,160,24,2280,6,1978,0,TA,311,544,855,855,601,1456,0,0,2,1,1,TA,7,Attchd,Unf,440,TA,26,0,0,0,0,2311,3988,0,2.5,0,1,0,1,0,1,1,0,0,1,1,0,1
1161,1162,224000,12.31940133,20,70.04995837,14778,6,1954,72,Gd,728,568,1296,1640,0,1640,1,0,1,0,1,Gd,7,Detchd,Unf,924,TA,108,0,0,216,0,2936,4014,216,2,0,0,1,1,0,1,1,0,1,1,1,0,1
1162,1163,129000,11.76756768,20,109,8724,5,1968,0,TA,492,402,894,894,0,894,0,0,1,0,1,TA,5,Attchd,Fin,450,TA,0,0,0,0,0,1788,3975,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1
1163,1164,108959,11.59872694,90,60,12900,4,1969,0,TA,1198,0,1198,1258,0,1258,2,0,0,2,2,TA,6,CarPort,Unf,400,Fa,120,0,0,0,0,2456,3977,0,3,0,0,0,1,0,1,1,0,0,1,1,0,1
1164,1165,194000,12.17561344,80,70.04995837,16157,5,1978,0,TA,680,289,1360,1432,0,1432,1,0,1,1,1,Gd,5,Attchd,Unf,588,TA,168,180,0,0,0,2792,3985,180,2.5,0,0,1,1,0,1,1,0,1,1,2,0,1
1165,1166,233170,12.35952308,20,79,9541,7,2009,268,Gd,0,1502,1502,1502,0,1502,0,0,2,0,1,Gd,7,Attchd,RFn,644,TA,0,114,0,0,0,3004,4018,114,2,0,0,1,0,0,1,1,0,1,1,2,1,2
1166,1167,245350,12.41044104,20,64,10475,8,2008,72,Gd,0,1694,1694,1694,0,1694,0,0,2,0,1,Gd,7,Attchd,RFn,776,TA,160,33,0,0,0,3388,4018,33,2,3,0,1,1,0,1,1,0,1,1,2,1,1
1167,1168,173000,12.06104687,60,58,10852,6,2000,0,TA,786,173,959,959,712,1671,1,0,2,1,1,TA,7,Attchd,Fin,472,TA,0,38,0,0,0,2630,4006,38,3.5,0,1,1,0,0,1,1,0,1,1,2,0,1
1168,1169,235000,12.36734079,70,120,13728,6,1935,0,TA,626,501,1127,1236,872,2108,0,0,2,0,1,Gd,7,Basment,Unf,540,TA,0,0,0,0,90,3235,3994,90,2,0,1,1,0,0,1,1,0,0,1,1,0,1
1170,1171,171000,12.04941884,80,76,9880,6,1977,0,TA,522,574,1096,1118,0,1118,1,0,1,0,1,TA,6,Attchd,Fin,358,TA,203,0,0,0,0,2214,3985,0,2,0,0,0,1,1,1,1,0,0,1,1,0,1
1171,1172,163000,12.00150548,20,76,9120,6,1958,0,TA,662,599,1261,1261,0,1261,1,0,1,0,1,TA,6,Attchd,RFn,433,TA,0,0,0,0,288,2522,3966,288,2,0,0,1,0,0,1,1,0,0,1,1,0,1
1172,1173,171900,12.05466819,160,35,4017,7,2006,0,Gd,0,625,625,625,625,1250,0,0,2,1,1,Gd,5,Detchd,Fin,625,TA,0,54,0,0,0,1875,4015,54,2.5,0,1,1,0,0,1,1,0,1,1,2,0,1
1173,1174,200500,12.20856953,50,138,18030,5,1946,0,TA,152,977,1598,1636,971,3086,0,0,3,0,1,Ex,12,None,None,0,None,122,0,0,0,0,4684,4001,0,3,0,1,0,1,0,1,1,0,1,1,1,0,1
1174,1175,239000,12.38421883,70,80,16560,6,1932,0,TA,503,449,952,1170,1175,2345,0,0,2,1,1,TA,9,Detchd,Unf,360,TA,0,0,0,0,0,3297,3956,0,2.5,0,1,0,0,0,1,1,0,1,1,0,0,1
1175,1176,285000,12.56024446,50,85,10678,8,1992,337,Gd,700,983,1683,2129,743,2872,0,0,2,1,1,Gd,9,Attchd,Fin,541,TA,0,33,0,0,0,4555,4007,33,2.5,0,1,1,0,0,1,1,0,0,1,2,0,2
1176,1177,119500,11.69107165,20,37,6951,5,1984,0,TA,658,218,876,923,0,923,1,0,1,0,1,TA,5,Attchd,Unf,264,TA,362,0,0,0,0,1799,3993,0,2,0,0,0,1,0,1,1,0,1,1,1,0,1
1177,1178,115000,11.65268741,50,70.04995837,3950,6,1926,0,TA,468,350,818,818,406,1224,0,0,1,0,1,TA,5,Detchd,Unf,210,TA,0,0,116,0,0,2042,4013,116,1,0,1,1,0,0,1,1,0,0,1,1,0,1
1178,1179,154900,11.95053503,50,54,7681,5,1921,0,TA,0,731,731,820,523,1343,0,0,1,1,1,TA,7,Detchd,Unf,186,Fa,192,0,102,0,0,2074,3959,102,1.5,0,1,1,1,0,1,1,0,1,1,0,0,1
1179,1180,93000,11.44035477,20,77,8335,5,1954,0,TA,0,0,0,1124,0,1124,0,0,1,0,1,TA,5,None,None,0,None,0,36,190,0,0,1124,3960,226,1,0,0,1,0,0,1,1,0,0,1,0,0,1
1180,1181,250000,12.4292162,60,70.04995837,11170,7,1990,0,TA,1216,0,1216,1298,1216,2514,0,0,2,1,1,TA,8,Attchd,Fin,693,TA,0,0,0,0,0,3730,3997,0,2.5,0,1,0,0,0,1,1,0,1,1,0,0,1
1181,1182,392500,12.88029182,120,64,5587,8,2008,186,Ex,1480,120,1600,1652,0,1652,1,1,2,0,1,Gd,5,Attchd,Fin,482,TA,162,53,0,153,0,3252,4016,206,3.5,0,0,1,1,0,1,1,1,1,1,2,1,1
1182,1183,745000,13.5211395,60,160,15623,10,1996,0,Gd,2096,300,2396,2411,2065,4476,1,0,3,1,1,Ex,10,Attchd,Fin,813,TA,171,78,0,0,0,6872,4003,78,4.5,3,1,1,1,1,1,1,1,1,1,2,0,2
1183,1184,120000,11.69524702,30,60,10800,5,1920,0,TA,821,299,1120,1130,0,1130,1,0,1,0,1,TA,5,Detchd,Unf,720,TA,229,0,0,0,0,2250,3956,0,2,0,0,0,1,0,1,1,0,0,1,0,0,1
1184,1185,186700,12.13725833,20,50,35133,5,1963,226,TA,1159,413,1572,1572,0,1572,1,0,1,1,1,TA,5,2Types,RFn,995,TA,0,263,0,0,263,3144,3970,526,2.5,3,0,1,0,0,1,1,0,0,1,1,0,1
1185,1186,104900,11.56076279,50,60,9738,5,1924,0,TA,392,392,784,949,272,1221,1,0,1,0,1,TA,7,Attchd,Unf,392,TA,0,0,236,0,0,2005,3956,236,2,0,1,1,0,0,1,1,0,0,1,0,0,1
1186,1187,95000,11.46163217,190,107,10615,3,1900,0,TA,440,538,978,1014,685,1699,1,0,2,0,2,TA,7,CarPort,Unf,420,Fa,0,74,0,0,0,2677,3979,74,3,0,1,1,0,0,1,1,0,1,1,1,0,1
1187,1188,262000,12.47609978,20,89,12461,8,1994,0,Gd,1456,168,1624,1624,0,1624,1,0,2,0,1,Gd,5,Attchd,RFn,757,TA,0,114,192,0,0,3248,4001,306,3,3,0,1,0,0,1,1,0,0,1,2,0,2
1188,1189,195000,12.18075484,60,68,8935,7,2002,95,Gd,0,831,831,831,829,1660,0,0,2,1,1,Gd,7,Attchd,RFn,493,TA,144,68,0,0,0,2491,4011,68,2.5,0,1,1,1,0,1,1,0,1,1,2,0,1
1189,1190,189000,12.14950229,60,60,7500,7,1999,0,TA,0,994,994,1028,776,1804,0,0,2,1,1,Gd,7,Attchd,Fin,442,TA,140,60,0,0,0,2798,4009,60,2.5,0,1,1,1,0,1,1,0,0,1,2,0,1
1190,1191,168000,12.03171926,190,70.04995837,32463,4,1961,149,TA,1159,90,1249,1622,0,1622,1,0,1,0,1,TA,7,2Types,Fin,1356,TA,439,0,0,0,0,2871,3982,0,2,3,0,0,1,0,1,1,0,0,1,1,1,1
1191,1192,174000,12.06681058,160,24,2645,8,1999,456,Gd,0,776,776,764,677,1441,0,0,2,1,1,Gd,5,Detchd,Unf,492,TA,206,0,0,0,0,2217,4007,0,2.5,0,1,0,1,0,1,1,0,0,1,2,0,1
1192,1193,125000,11.73606902,50,60,9600,5,1925,0,TA,0,702,702,842,630,1472,0,0,1,0,1,Gd,6,Detchd,Unf,250,TA,0,0,84,0,0,2174,4001,84,1,0,1,1,0,0,1,1,0,0,1,2,0,1
1193,1194,165000,12.01370075,120,70.04995837,4500,6,1999,425,TA,883,341,1224,1224,0,1224,1,0,2,0,1,TA,5,Attchd,Fin,402,TA,0,304,0,0,0,2448,4008,304,3,0,0,1,0,0,1,1,1,0,1,2,0,1
1194,1195,158000,11.97035031,60,80,9364,6,1969,143,TA,371,292,663,663,689,1352,0,0,1,1,1,TA,7,Attchd,Fin,299,TA,379,36,0,0,0,2015,3979,36,1.5,0,1,1,1,0,1,1,0,0,1,1,1,1
1195,1196,176000,12.07823927,60,51,8029,6,2005,0,TA,0,728,728,728,728,1456,0,0,2,1,1,Gd,8,Attchd,Fin,400,TA,100,24,0,0,0,2184,4013,24,2.5,0,1,1,1,0,1,1,0,1,1,2,0,1
1196,1197,219210,12.29778545,60,58,14054,7,2006,0,Gd,0,879,879,879,984,1863,0,0,2,1,1,Gd,9,BuiltIn,Fin,660,TA,100,17,0,0,0,2742,4012,17,2.5,3,1,1,1,0,1,1,0,1,1,2,0,1
1197,1198,144000,11.87756858,75,65,8850,7,1916,0,TA,0,815,815,815,875,1690,0,0,1,0,1,TA,7,Detchd,Unf,225,TA,0,0,330,0,0,2505,3956,330,1,0,1,1,0,0,1,1,0,1,1,0,0,1
1198,1199,178000,12.08953883,20,70,9100,7,2001,0,Gd,0,1212,1212,1212,0,1212,0,0,2,0,1,Gd,6,Attchd,RFn,573,TA,356,0,0,0,0,2424,4010,0,2,0,0,0,1,0,1,1,0,0,1,2,0,1
1199,1200,148000,11.90496755,20,75,11235,4,1963,51,TA,547,504,1051,1382,0,1382,0,0,1,1,1,TA,6,Attchd,Unf,459,TA,0,82,0,0,0,2433,3985,82,1.5,0,0,1,0,0,1,1,0,0,1,1,0,1
1200,1201,116050,11.66177641,20,71,9353,4,1970,0,TA,0,864,864,864,0,864,0,0,1,0,1,TA,5,Attchd,Unf,280,TA,0,0,0,0,0,1728,3976,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1
1201,1202,197900,12.19551713,60,80,10400,7,1998,0,TA,0,866,866,866,913,1779,0,0,2,1,1,Gd,6,Attchd,RFn,546,TA,198,36,0,0,0,2645,4007,36,2.5,0,1,1,1,0,1,1,0,0,1,2,0,1
1202,1203,117000,11.66992921,50,50,6000,5,1925,0,TA,0,884,884,884,464,1348,1,0,1,0,1,TA,5,Detchd,Unf,216,TA,0,0,208,0,0,2232,4006,208,2,0,1,1,0,0,1,1,0,0,1,0,0,1
1203,1204,213000,12.26904744,20,75,9750,7,2000,171,Gd,0,1630,1630,1630,0,1630,0,0,2,0,1,Gd,6,Attchd,Unf,451,TA,74,234,0,0,0,3260,4010,234,2,0,0,1,1,0,1,1,0,0,1,2,0,1
1204,1205,153500,11.94145585,20,78,10140,5,1975,0,TA,788,268,1056,1074,0,1074,1,0,1,1,1,TA,6,Attchd,RFn,495,TA,0,88,0,0,0,2130,3981,88,2.5,0,0,1,0,0,1,1,0,0,1,1,0,1
1205,1206,271900,12.51318963,20,90,14684,7,1990,234,Gd,485,1496,2158,2196,0,2196,0,0,2,0,1,Gd,7,Attchd,RFn,701,TA,84,70,0,0,0,4354,4000,70,2,3,0,1,1,0,1,1,0,1,1,1,0,1
1206,1207,107000,11.58058411,20,70.04995837,8900,4,1966,0,TA,1056,0,1056,1056,0,1056,1,0,1,0,1,TA,5,Detchd,Unf,384,TA,0,42,0,0,0,2112,3972,42,2,0,0,1,0,0,1,1,0,0,1,1,0,1
1207,1208,200000,12.20607265,20,70,9135,6,2003,120,Gd,340,1342,1682,1700,0,1700,1,0,2,0,1,Gd,7,Attchd,RFn,544,TA,192,23,0,0,0,3382,4009,23,3,0,0,1,1,0,1,1,0,0,1,2,0,1
1208,1209,140000,11.8493977,20,70,7763,5,1962,0,TA,504,319,931,1283,0,1283,1,0,1,0,1,TA,6,Detchd,Unf,506,TA,0,0,0,0,0,2214,3988,0,2,0,0,0,0,0,1,1,0,0,1,1,0,1
1209,1210,290000,12.5776362,20,85,10182,8,2006,420,Gd,1220,440,1660,1660,0,1660,1,0,2,0,1,Gd,8,Attchd,RFn,500,TA,322,50,0,0,0,3320,4012,50,3,0,0,1,1,0,1,1,1,1,1,2,1,1
1210,1211,189000,12.14950229,60,70,11218,6,1992,0,Gd,0,1055,1055,1055,790,1845,0,0,2,1,1,Gd,8,Attchd,RFn,462,TA,635,104,0,0,0,2900,4002,104,2.5,0,1,1,1,0,1,1,0,0,1,2,0,1
1211,1212,164000,12.00762171,50,152,12134,8,1988,0,Gd,427,132,559,1080,672,1752,0,0,2,0,1,TA,8,Basment,RFn,492,TA,325,12,0,0,0,2311,4015,12,2,0,1,1,1,0,1,1,0,1,1,0,0,1
1212,1213,113000,11.6351431,30,50,9340,4,1941,0,TA,344,328,672,672,0,672,1,0,1,0,1,TA,4,Attchd,Unf,234,TA,0,113,0,0,0,1344,3959,113,2,0,0,1,0,0,1,1,0,0,1,1,0,1
1213,1214,145000,11.88448902,80,70.04995837,10246,4,1965,0,TA,648,0,648,960,0,960,1,1,0,0,1,TA,3,Attchd,Unf,364,TA,88,0,0,0,0,1608,4007,0,1.5,0,0,0,1,0,1,1,0,1,1,1,0,1
1214,1215,134500,11.80931948,85,69,10205,5,1962,0,TA,784,141,925,999,0,999,1,0,1,0,1,TA,6,Attchd,Unf,300,TA,150,72,0,0,0,1924,3968,72,2,0,0,1,1,0,1,1,0,1,1,1,0,1
1215,1216,125000,11.73606902,20,99,7094,5,1966,0,TA,180,340,894,894,0,894,0,0,1,0,1,TA,5,Detchd,RFn,384,TA,0,0,0,0,0,1788,3973,0,1,0,0,0,0,0,1,1,0,1,1,1,0,1
1216,1217,112000,11.62625415,90,68,8930,6,1978,0,TA,0,0,0,1318,584,1902,0,0,2,0,2,TA,8,Attchd,Unf,539,TA,0,0,0,0,0,1902,3988,0,2,0,1,0,0,0,1,1,0,0,1,0,0,1
1217,1218,229456,12.34346657,20,72,8640,8,2009,72,Gd,936,364,1300,1314,0,1314,1,0,2,0,1,Gd,6,Attchd,RFn,552,TA,135,112,0,0,0,2614,4018,112,3,0,0,1,1,0,1,1,0,0,1,2,1,1
1218,1219,80500,11.29601246,50,52,6240,4,1947,0,TA,0,0,0,672,240,912,0,0,1,0,1,TA,3,None,None,0,None,0,0,0,0,0,912,3956,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1
1219,1220,91500,11.42409425,160,21,1680,6,1971,236,TA,0,672,672,672,546,1218,0,0,1,1,1,TA,7,None,None,0,None,201,0,0,0,0,1890,3977,0,1.5,0,1,0,1,0,1,1,0,0,1,1,0,0
1220,1221,115000,11.65268741,20,66,7800,5,1964,0,TA,312,0,912,912,0,912,0,0,1,0,1,TA,5,Attchd,Unf,288,TA,0,0,0,0,0,1824,3970,0,1,0,0,0,0,0,1,1,0,1,1,1,0,1
1221,1222,134000,11.80559508,20,55,8250,5,1968,0,TA,250,210,952,1211,0,1211,0,0,1,0,1,TA,5,Attchd,Unf,322,TA,0,63,0,0,0,2163,3976,63,1,0,0,1,0,0,1,1,0,0,1,1,0,1
1222,1223,143000,11.87059991,50,78,10496,6,1949,320,TA,196,844,1040,1168,678,1846,0,0,2,0,1,TA,7,Attchd,Unf,315,TA,0,0,0,0,0,2886,3957,0,2,0,1,0,0,0,1,1,0,0,1,1,0,1
1223,1224,137900,11.83428406,20,89,10680,5,1951,44,TA,756,1380,2136,2136,0,2136,0,0,2,0,1,TA,7,Detchd,Unf,528,TA,0,30,0,0,0,4272,3957,30,2,0,0,1,0,0,1,1,0,0,1,1,0,1
1224,1225,184000,12.12269104,60,60,15384,7,2004,0,Gd,724,64,788,788,702,1490,1,0,2,1,1,Gd,8,Attchd,Fin,388,TA,100,75,0,0,0,2278,4013,75,3.5,0,1,1,1,0,1,1,0,1,1,2,0,1
1225,1226,145000,11.88448902,80,65,10482,6,1958,63,TA,507,81,588,1138,0,1138,0,1,1,0,1,TA,6,Attchd,RFn,264,TA,224,0,0,0,0,1726,3965,0,1.5,0,0,0,1,0,1,1,0,0,1,1,0,1
1226,1227,214000,12.27373129,60,86,14598,6,2007,74,Gd,0,894,894,894,1039,1933,0,0,2,1,1,Gd,9,BuiltIn,Fin,668,TA,100,18,0,0,0,2827,4015,18,2.5,3,1,1,1,0,1,1,0,1,1,2,1,1
1227,1228,147000,11.89818787,20,72,8872,5,1965,300,TA,595,317,912,912,0,912,1,0,1,0,1,Gd,5,Detchd,Unf,576,TA,0,240,0,0,0,1824,4016,240,2,0,0,1,0,0,1,1,0,0,1,1,0,1
1228,1229,367294,12.8139179,120,65,8769,9,2008,766,Ex,1540,162,1702,1702,0,1702,1,0,1,1,1,Ex,7,Attchd,Fin,1052,TA,0,72,0,0,224,3404,4016,296,2.5,3,0,1,0,0,1,1,1,0,1,2,0,2
1229,1230,127000,11.75194237,80,70,7910,5,1960,0,TA,666,409,1075,1507,0,1507,0,0,2,0,1,TA,7,Basment,Unf,404,TA,0,0,0,0,0,2582,3968,0,2,0,0,0,0,0,1,1,0,0,1,1,0,1
1230,1231,190000,12.15477935,90,70.04995837,18890,5,1977,1,TA,498,652,1361,1361,1259,2620,0,0,2,2,2,TA,12,BuiltIn,RFn,600,TA,155,24,145,0,0,3981,3984,169,3,0,1,1,1,0,1,1,0,1,1,1,0,1
1231,1232,132500,11.79433792,90,70,7728,5,1962,120,TA,803,303,1106,1190,0,1190,1,0,1,0,1,TA,6,Attchd,Unf,540,TA,0,18,0,0,0,2296,3968,18,2,0,0,1,0,0,1,1,0,0,1,1,0,1
1232,1233,101800,11.53076538,90,70,9842,4,1962,0,TA,0,0,0,1224,0,1224,0,0,2,0,2,TA,6,CarPort,Unf,462,TA,0,0,0,0,0,1224,3969,0,2,0,0,0,0,0,1,1,0,0,1,0,0,1
