,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,HeatingQC,CentralAir,KitchenQual,Functional,FireplaceQu,GarageFinish,GarageCond,PoolQC,Fence,MiscFeature,SalePrice_log,SalePrice
676,TA,Fa,No,Unf,Unf,Fa,N,TA,Min2,None,Unf,Fa,None,None,None,11.37366339763672,87000
677,TA,TA,No,Unf,Unf,Ex,Y,Gd,Typ,None,Unf,Fa,None,None,None,11.603679828238693,109500
678,Ex,TA,Mn,Unf,Unf,Ex,Y,Gd,Typ,Gd,Fin,TA,None,None,None,12.827992316801751,372500
679,TA,TA,No,Rec,Unf,TA,Y,TA,Typ,None,Unf,TA,None,None,None,11.763684183317412,128500
680,Gd,TA,No,BLQ,BLQ,TA,Y,TA,Typ,TA,RFn,TA,None,None,None,11.870599909242044,143000
681,TA,TA,No,Rec,Unf,Ex,Y,TA,Typ,None,Unf,TA,None,None,None,11.979385322467598,159434
682,Gd,TA,Mn,GLQ,Unf,Ex,Y,Gd,Typ,Gd,Unf,TA,None,None,None,12.061046873479915,173000
683,Gd,TA,Av,GLQ,Unf,Ex,Y,Gd,Typ,TA,Fin,TA,None,None,None,12.560244459250788,285000
684,Gd,TA,No,Unf,Unf,Gd,Y,TA,Typ,None,Fin,TA,None,None,None,12.30591798049989,221000
685,Gd,TA,Mn,GLQ,LwQ,Gd,Y,Gd,Min1,TA,Fin,TA,None,None,None,12.24288661865289,207500
686,Gd,TA,No,Unf,Unf,Ex,Y,Gd,Typ,None,Fin,TA,None,None,None,12.336552511980964,227875
687,Gd,TA,No,GLQ,Unf,Ex,Y,Gd,Typ,None,Unf,TA,None,None,None,11.910358401381128,148800
688,Gd,TA,Av,GLQ,Unf,Ex,Y,Gd,Typ,Gd,RFn,TA,None,None,None,12.8790171187726,392000
689,Gd,TA,Av,ALQ,Unf,Ex,Y,Gd,Typ,Gd,RFn,TA,None,None,None,12.17921519136029,194700
690,Gd,TA,Gd,GLQ,Unf,Ex,Y,Gd,Typ,TA,RFn,TA,None,None,None,11.856515169360305,141000
691,Ex,TA,Gd,GLQ,Unf,Ex,Y,Ex,Typ,Ex,Fin,TA,None,None,None,13.534473028231162,755000
692,Gd,TA,Gd,GLQ,Unf,Ex,Y,Gd,Typ,Gd,RFn,TA,None,None,None,12.721885810807203,335000
693,TA,TA,No,Unf,Unf,Ex,Y,TA,Typ,None,Unf,TA,None,None,None,11.594321103174222,108480
694,TA,TA,No,Unf,Unf,TA,Y,TA,Typ,None,Unf,TA,None,MnPrv,None,11.86005499606543,141500
695,Gd,Gd,No,GLQ,LwQ,Gd,Y,Gd,Typ,TA,Unf,TA,None,None,None,12.078239274020289,176000
696,TA,TA,No,LwQ,Unf,Gd,Y,TA,Typ,None,Unf,TA,None,None,None,11.396391648714276,89000
697,Ex,Gd,Mn,LwQ,ALQ,Fa,Y,TA,Typ,None,Unf,TA,None,None,None,11.72399643505017,123500
698,TA,TA,No,GLQ,BLQ,Ex,Y,TA,Typ,Gd,Unf,TA,None,MnPrv,None,11.83862560460953,138500
699,Gd,TA,Mn,GLQ,Unf,Ex,Y,Gd,Typ,None,RFn,TA,None,None,None,12.185869938212655,196000
700,Ex,TA,Gd,GLQ,Unf,Ex,Y,Gd,Typ,Gd,Fin,TA,None,None,None,12.652359748158593,312500
701,TA,TA,No,Unf,Unf,TA,Y,TA,Typ,None,Unf,TA,None,None,None,11.84939770159144,140000
702,Ex,Gd,No,Unf,Unf,Ex,Y,Ex,Typ,Gd,Fin,TA,None,None,None,12.799175708864519,361919
703,Gd,TA,No,Unf,Unf,Gd,Y,Gd,Typ,Po,Unf,TA,None,MnPrv,None,11.84939770159144,140000
704,Gd,TA,Av,GLQ,Unf,Ex,Y,Gd,Typ,None,RFn,TA,None,None,None,12.269047444691562,213000
705,None,None,None,None,None,Fa,N,Fa,Mod,None,None,None,None,None,Othr,10.915088464214607,55000
706,Gd,TA,Gd,GLQ,Unf,TA,Y,Gd,Typ,TA,Unf,TA,None,None,None,12.618182296357007,302000
707,Gd,TA,No,GLQ,Unf,Ex,Y,Gd,Typ,Gd,Fin,TA,None,None,None,12.445089546000673,254000
708,Gd,TA,Av,Unf,Unf,Ex,Y,Gd,Typ,Gd,Fin,TA,None,None,None,12.09815330331068,179540
709,TA,TA,No,Unf,Unf,TA,Y,TA,Typ,None,Unf,TA,None,MnPrv,None,11.607326140391713,109900
710,TA,TA,No,Unf,Unf,Gd,Y,TA,Maj2,None,None,None,None,None,None,10.858998997563564,52000
711,TA,TA,Mn,Unf,Unf,Gd,Y,TA,Typ,None,RFn,TA,None,None,None,11.540307141711446,102776
712,Gd,TA,Mn,GLQ,Unf,Gd,Y,Gd,Typ,Gd,Fin,TA,None,None,None,12.14950229404178,189000
713,TA,TA,Av,ALQ,Unf,TA,N,TA,Typ,None,Unf,TA,None,None,None,11.76756768334381,129000
714,TA,TA,No,GLQ,Unf,Ex,Y,Gd,Typ,None,RFn,TA,None,None,None,11.779128505744886,130500
715,Gd,TA,No,Unf,Unf,TA,Y,TA,Typ,TA,RFn,TA,None,MnPrv,None,12.013700752882718,165000
716,TA,TA,No,Unf,Unf,Ex,Y,TA,Typ,None,Unf,TA,None,None,None,11.979799201207037,159500
717,Gd,TA,No,BLQ,Unf,Gd,Y,Gd,Typ,Fa,Unf,TA,None,MnPrv,None,11.964001084330445,157000
718,Gd,TA,Gd,GLQ,Unf,Ex,Y,Gd,Typ,TA,RFn,TA,None,None,None,12.739637756265655,341000
719,Gd,TA,Gd,ALQ,Unf,TA,Y,TA,Typ,Po,Unf,TA,None,None,None,11.763684183317412,128500
720,Gd,TA,Gd,GLQ,Unf,TA,Y,Gd,Typ,TA,RFn,TA,None,None,None,12.524526376648708,275000
721,Gd,TA,Av,GLQ,Unf,Ex,Y,Gd,Typ,None,RFn,TA,None,None,None,11.870599909242044,143000
722,TA,TA,No,ALQ,Unf,Ex,Y,TA,Typ,None,Unf,TA,None,None,None,11.732060994886899,124500
723,TA,TA,No,Unf,Unf,Ex,Y,TA,Typ,None,Unf,TA,None,None,None,11.813030057420567,135000
724,Ex,TA,No,GLQ,Unf,Ex,Y,Ex,Typ,Gd,Fin,TA,None,None,None,12.676076274775909,320000
725,TA,TA,No,ALQ,BLQ,TA,Y,Gd,Typ,None,Unf,TA,None,None,Shed,11.699405031912846,120500
726,Gd,TA,No,GLQ,Unf,Ex,Y,Gd,Typ,Gd,Fin,TA,None,None,None,12.310432660854417,222000
727,Gd,TA,Av,GLQ,Unf,Ex,Y,Gd,Typ,None,RFn,TA,None,None,None,12.178187442040638,194500
728,TA,TA,No,Unf,Unf,TA,Y,TA,Typ,None,Unf,TA,None,None,None,11.608235644774552,110000
729,TA,TA,No,BLQ,Unf,TA,Y,TA,Typ,None,Unf,TA,None,None,None,11.542484267211773,103000
730,Gd,TA,No,GLQ,Unf,Ex,Y,Gd,Typ,TA,RFn,TA,None,None,None,12.373703486914124,236500
731,Ex,TA,Av,GLQ,Unf,Ex,Y,Gd,Typ,Gd,Fin,TA,None,None,None,12.141534124392603,187500
732,Gd,TA,Av,ALQ,Unf,Ex,Y,Gd,Typ,TA,Fin,TA,None,None,None,12.312682380588432,222500
733,TA,TA,No,BLQ,Unf,Ex,Y,TA,Typ,TA,RFn,TA,None,GdWo,Shed,11.786001385032646,131400
734,TA,TA,No,Unf,Unf,TA,Y,TA,Typ,None,Unf,TA,None,None,None,11.589886506106357,108000
735,Gd,TA,Mn,Rec,Unf,Fa,N,TA,Typ,TA,Unf,TA,None,None,None,12.0015054797889,163000
736,None,None,None,None,None,Gd,N,TA,Typ,None,Unf,TA,None,None,None,11.44571671527678,93500
737,Gd,TA,No,Unf,Unf,Ex,Y,Gd,Typ,Gd,Fin,TA,None,None,None,12.387977448827787,239900
738,Gd,Gd,Gd,GLQ,Unf,TA,Y,TA,Typ,None,None,None,None,None,None,12.095141084822892,179000
739,Gd,TA,No,Unf,Unf,Ex,Y,Gd,Typ,None,RFn,TA,None,None,None,12.154779351142624,190000
740,Fa,Fa,No,Unf,Unf,Ex,Y,TA,Typ,None,Unf,Gd,None,GdPrv,None,11.790557201568507,132000
741,TA,TA,Mn,GLQ,Unf,Gd,Y,Gd,Typ,None,Unf,TA,None,GdPrv,None,11.863582336583399,142000
742,Gd,TA,No,Unf,Unf,Ex,Y,TA,Typ,None,Unf,TA,None,GdPrv,None,12.095141084822892,179000
743,Gd,TA,Av,ALQ,Unf,Ex,Y,TA,Min2,TA,RFn,TA,None,None,None,12.072541252905651,175000
744,Gd,TA,No,GLQ,Unf,Gd,Y,Gd,Typ,TA,RFn,TA,None,None,None,12.100712129872347,180000
745,TA,Gd,No,GLQ,ALQ,Ex,Y,Gd,Typ,TA,Fin,TA,None,None,None,12.610870864650634,299800
746,Gd,TA,No,GLQ,Unf,Ex,Y,Gd,Typ,TA,Fin,TA,None,None,None,12.371587084007746,236000
747,TA,Fa,No,Unf,Unf,TA,N,Gd,Typ,Gd,Unf,TA,None,None,None,12.491172637278908,265979
748,Gd,TA,No,GLQ,Unf,Ex,Y,Gd,Typ,TA,Fin,TA,None,None,None,12.46997418931655,260400
749,None,None,None,None,None,TA,N,TA,Mod,None,Unf,TA,None,None,None,11.49272275765271,98000
750,TA,Fa,No,Unf,Unf,Gd,Y,TA,Min2,None,None,None,None,None,None,11.477298287327077,96500
751,Gd,TA,No,Unf,Unf,Ex,Y,Gd,Typ,None,Fin,TA,None,None,None,11.99535161421452,162000
752,Gd,TA,Gd,GLQ,Unf,Ex,Y,Gd,Typ,None,RFn,TA,None,None,None,12.287652632522597,217000
753,Gd,TA,Mn,Unf,Unf,Gd,Y,Ex,Typ,Gd,RFn,TA,None,None,None,12.526342907575106,275500
754,TA,TA,No,GLQ,LwQ,Gd,Y,Gd,Typ,None,RFn,TA,None,None,None,11.957611286231675,156000
755,Gd,TA,No,GLQ,Unf,Gd,Y,TA,Typ,None,Unf,TA,None,None,None,12.058152515453552,172500
756,Gd,TA,Av,GLQ,Unf,Ex,Y,Gd,Typ,None,RFn,TA,None,None,None,12.26434155365415,212000
757,TA,TA,Mn,Rec,Unf,TA,Y,TA,Typ,TA,Fin,TA,None,GdPrv,None,11.976030352524807,158900
758,Gd,TA,No,ALQ,Unf,Gd,Y,TA,Typ,None,Unf,TA,None,None,None,12.097373228606832,179400
759,Gd,TA,Av,LwQ,ALQ,Ex,Y,Gd,Typ,TA,RFn,TA,None,None,None,12.577636201962656,290000
760,TA,TA,No,Rec,Unf,Ex,Y,TA,Typ,None,Unf,Ex,None,None,Shed,11.755871643580617,127500
761,TA,TA,Mn,LwQ,Unf,TA,Y,Fa,Min1,None,Unf,TA,None,None,None,11.512925464970229,100000
762,Gd,TA,Mn,GLQ,Unf,Ex,Y,Gd,Typ,None,Unf,TA,None,None,None,12.279323107269766,215200
763,Gd,TA,Mn,GLQ,Unf,Ex,Y,Gd,Typ,Gd,RFn,TA,None,None,None,12.727838209334498,337000
764,Gd,Gd,Av,LwQ,GLQ,Ex,Y,Ex,Typ,Gd,Fin,TA,None,None,None,12.506177237980511,270000
765,Gd,TA,No,Unf,Unf,Ex,Y,Ex,Typ,Gd,Fin,TA,None,None,None,12.484204257170104,264132
766,Gd,TA,No,GLQ,Unf,TA,Y,TA,Typ,TA,Unf,TA,None,MnPrv,Shed,12.188417710291453,196500
767,Gd,TA,Mn,ALQ,Unf,Ex,Y,TA,Mod,None,Unf,TA,None,None,Shed,11.982929094215963,160000
768,Gd,TA,No,GLQ,Unf,Ex,Y,Gd,Typ,Gd,Fin,TA,None,None,None,12.28690119819279,216837
769,Gd,TA,Gd,ALQ,Unf,Ex,Y,Ex,Mod,Gd,Fin,TA,None,None,None,13.195613839143922,538000
770,Gd,TA,Av,GLQ,Unf,TA,Y,TA,Typ,None,Unf,TA,None,None,None,11.812289042195847,134900
771,Fa,Fa,No,LwQ,Unf,TA,Y,TA,Typ,None,Unf,TA,None,None,None,11.532728092266408,102000
772,TA,TA,Av,ALQ,BLQ,TA,Y,TA,Typ,TA,Unf,TA,None,MnPrv,None,11.580584113444043,107000
773,TA,TA,No,Rec,Unf,Ex,Y,TA,Typ,None,RFn,TA,None,None,None,11.648330101976432,114500
774,Gd,TA,Av,Unf,Unf,Gd,Y,Gd,Typ,Gd,Fin,TA,None,None,None,12.886641043883259,395000
775,Ex,TA,No,GLQ,Unf,Ex,Y,TA,Typ,None,Fin,TA,None,None,None,11.99535161421452,162000
776,Gd,TA,Av,GLQ,Unf,Ex,Y,Gd,Typ,None,RFn,TA,None,None,None,12.308177868467327,221500
777,TA,TA,No,ALQ,Unf,TA,Y,TA,Typ,Fa,Unf,TA,None,MnPrv,None,11.867097278690842,142500
778,None,None,None,None,None,TA,Y,TA,Typ,TA,Unf,TA,None,None,None,11.877568578558138,144000
779,Gd,TA,Gd,GLQ,Unf,TA,Y,TA,Typ,None,Unf,TA,None,None,None,11.813030057420567,135000
780,Gd,Gd,No,Unf,Unf,Gd,Y,TA,Typ,TA,Fin,TA,None,None,None,12.078239274020289,176000
781,Gd,TA,No,ALQ,Unf,Ex,Y,Gd,Typ,None,RFn,TA,None,None,None,12.077670930725649,175900
782,Gd,TA,No,Unf,Unf,Ex,Y,Gd,Typ,None,RFn,TA,None,None,None,12.139398512262181,187100
783,Gd,TA,Av,GLQ,Unf,Ex,Y,Gd,Typ,TA,Fin,TA,None,None,None,12.016726473799254,165500
784,TA,TA,No,Unf,Unf,Ex,Y,TA,Typ,Gd,None,None,None,None,None,11.759785542901755,128000
785,TA,TA,No,Rec,LwQ,TA,Y,TA,Typ,Gd,Unf,TA,None,None,None,11.992260421644849,161500
786,Fa,TA,No,LwQ,Unf,TA,Y,TA,Typ,None,Unf,TA,None,None,Shed,11.842229212112828,139000
787,Gd,TA,No,GLQ,Unf,Ex,Y,Gd,Typ,None,RFn,TA,None,None,None,12.358793732547838,233000
788,TA,TA,No,Unf,Unf,Ex,Y,TA,Typ,None,Unf,TA,None,None,None,11.588960151246226,107900
789,TA,Fa,Gd,LwQ,Unf,Gd,Y,Gd,Typ,None,Fin,TA,None,None,None,12.141534124392603,187500
790,Gd,TA,No,GLQ,Unf,Ex,Y,Gd,Typ,Gd,Fin,TA,None,None,None,11.984178313616395,160200
791,Gd,TA,Av,ALQ,Unf,TA,Y,TA,Typ,TA,RFn,TA,None,None,None,11.896826395162552,146800
792,Gd,TA,Av,GLQ,Unf,Ex,Y,TA,Typ,TA,Unf,TA,None,None,None,12.50539915757667,269790
793,Gd,TA,Av,Unf,Unf,Ex,Y,Gd,Typ,None,Fin,TA,None,None,None,12.323855681186558,225000
794,Gd,TA,No,Unf,Unf,Ex,Y,Gd,Typ,TA,Fin,TA,None,None,Shed,12.178187442040638,194500
795,Gd,TA,No,Unf,Unf,TA,Y,TA,Typ,TA,Unf,TA,None,MnPrv,None,12.049418835484797,171000
796,TA,TA,No,Unf,Unf,Ex,Y,TA,Typ,TA,RFn,TA,None,MnPrv,None,11.874090314181814,143500
797,TA,TA,No,BLQ,Unf,Gd,Y,TA,Typ,None,Unf,TA,None,None,None,11.608235644774552,110000
798,Ex,TA,No,Unf,Unf,Ex,Y,Ex,Typ,Gd,Fin,TA,None,None,None,13.091904169919621,485000
799,Gd,TA,No,ALQ,Unf,Ex,Y,Gd,Typ,TA,Unf,TA,None,MnPrv,None,12.072541252905651,175000
800,Gd,TA,Gd,GLQ,Unf,Gd,Y,Gd,Typ,None,RFn,TA,None,None,Shed,12.206072645530174,200000
801,TA,TA,No,LwQ,Unf,Ex,Y,TA,Typ,None,Unf,TA,None,None,None,11.607326140391713,109900
802,Gd,TA,Av,GLQ,Unf,Ex,Y,Gd,Typ,Gd,Fin,TA,None,None,None,12.14950229404178,189000
803,Ex,TA,Gd,Unf,Unf,Ex,Y,Ex,Typ,Gd,RFn,TA,None,None,None,13.275827535915461,582933
804,TA,TA,No,LwQ,Unf,TA,Y,TA,Min1,None,Unf,TA,None,GdWo,None,11.678439903447801,118000
805,Gd,TA,No,Unf,Unf,Ex,Y,Ex,Typ,None,RFn,TA,None,None,None,12.33569641332368,227680
806,TA,TA,Av,ALQ,Rec,Gd,Y,TA,Typ,None,Fin,TA,None,None,None,11.816726919301892,135500
807,TA,TA,Gd,GLQ,Unf,Ex,Y,Gd,Typ,TA,RFn,TA,None,None,None,12.31716669303576,223500
808,TA,TA,Av,ALQ,BLQ,TA,Y,TA,Typ,Gd,RFn,TA,None,GdWo,None,11.982616545377663,159950
809,TA,TA,No,Unf,Unf,TA,N,TA,Typ,None,Unf,Po,None,MnPrv,None,11.571194373094205,106000
810,TA,TA,No,ALQ,LwQ,Fa,Y,Gd,Typ,Fa,RFn,TA,Fa,GdPrv,None,12.106252310247962,181000
811,Gd,TA,Gd,GLQ,Unf,Ex,Y,Gd,Typ,Gd,Fin,TA,None,None,None,11.881034786534624,144500
812,TA,TA,Av,Unf,Unf,TA,N,Fa,Typ,None,Unf,TA,None,None,Shed,10.932981961904135,55993
813,TA,TA,No,Rec,Unf,Gd,Y,TA,Typ,None,RFn,TA,None,None,Shed,11.969717200243734,157900
814,TA,TA,No,Unf,Unf,Gd,Y,Fa,Typ,None,Unf,TA,None,None,None,11.661345470088502,116000
815,Gd,TA,No,Unf,Unf,Ex,Y,Gd,Typ,None,RFn,TA,None,None,None,12.323411137947407,224900
816,TA,TA,No,BLQ,Unf,Gd,Y,TA,Typ,Gd,RFn,TA,None,None,None,11.827736204810263,137000
817,Gd,TA,No,GLQ,Unf,Ex,Y,Gd,Typ,Gd,RFn,TA,None,None,None,12.509874099861838,271000
818,TA,TA,Av,GLQ,Unf,Gd,Y,TA,Typ,None,Unf,TA,None,MnPrv,None,11.951180395901384,155000
819,Gd,TA,Mn,GLQ,Unf,Ex,Y,Gd,Typ,Gd,RFn,TA,None,None,None,12.319401330837177,224000
820,Gd,TA,No,Unf,Unf,Ex,Y,Gd,Typ,None,RFn,TA,None,None,None,12.117241431823558,183000
821,Fa,TA,No,Unf,Unf,TA,N,TA,Min2,None,Unf,TA,None,None,None,11.440354772135393,93000
822,Gd,TA,Gd,Unf,Unf,Ex,Y,Gd,Typ,Gd,Fin,TA,None,None,None,12.323855681186558,225000
823,TA,TA,No,Unf,Unf,TA,Y,TA,Typ,Gd,Unf,TA,None,GdWo,None,11.845819880243557,139500
824,Gd,Gd,No,Unf,Unf,Ex,Y,Gd,Typ,Gd,RFn,TA,None,None,None,12.3570755190667,232600
825,Ex,TA,Av,GLQ,Unf,Ex,Y,Ex,Typ,Gd,Fin,TA,None,None,None,12.86099861326992,385000
826,TA,TA,No,ALQ,Unf,Gd,Y,Gd,Typ,None,None,None,None,None,None,11.603679828238693,109500
827,Gd,TA,No,GLQ,Unf,Ex,Y,Gd,Typ,TA,RFn,TA,None,None,None,12.14950229404178,189000
828,TA,Gd,Gd,LwQ,ALQ,TA,Y,TA,Min2,None,Fin,TA,None,None,None,12.128111104060462,185000
829,Gd,TA,No,Unf,Unf,Ex,Y,Gd,Typ,None,RFn,TA,None,None,None,11.900905258737373,147400
830,TA,TA,No,Rec,Unf,TA,Y,TA,Typ,Gd,RFn,TA,None,None,None,12.01974306733868,166000
831,Gd,TA,No,Unf,Unf,Ex,Y,Gd,Typ,None,RFn,TA,None,None,None,11.925035115797062,151000
832,Gd,TA,No,GLQ,Unf,Ex,Y,Gd,Typ,TA,RFn,TA,None,None,None,12.375815420117268,237000
833,TA,TA,No,Rec,BLQ,TA,Y,TA,Typ,None,RFn,TA,None,None,None,12.025749091398891,167000
834,TA,TA,No,Rec,Unf,Gd,Y,TA,Typ,None,Unf,TA,None,GdWo,None,11.8490404949436,139950
835,Gd,TA,No,BLQ,Unf,TA,Y,Gd,Min2,None,Unf,TA,None,None,None,11.759785542901755,128000
836,TA,TA,No,Rec,Unf,Gd,Y,TA,Min2,None,Unf,TA,None,GdWo,None,11.941455846009388,153500
837,TA,TA,No,BLQ,Unf,TA,Y,TA,Typ,None,Unf,TA,None,None,None,11.512925464970229,100000
838,Gd,TA,No,Unf,Unf,Ex,Y,Gd,Typ,None,Unf,TA,None,None,None,11.877568578558138,144000
839,TA,TA,No,BLQ,Unf,Ex,Y,TA,Typ,None,Unf,TA,None,None,None,11.779128505744886,130500
840,TA,TA,No,BLQ,Unf,TA,N,Fa,Typ,None,Unf,TA,None,None,None,11.84939770159144,140000
841,TA,TA,No,Unf,Unf,Gd,Y,Gd,Typ,Po,Unf,TA,None,None,None,11.967180737247824,157500
842,TA,TA,Gd,Rec,ALQ,TA,Y,TA,Typ,None,RFn,Gd,None,GdPrv,None,12.071969661006694,174900
843,TA,TA,No,Unf,Unf,Ex,N,TA,Typ,None,None,None,None,None,None,11.856515169360305,141000
844,TA,TA,Mn,Unf,Unf,Gd,Y,TA,Typ,Gd,Unf,TA,None,None,None,11.94405831982697,153900
845,Gd,TA,Gd,ALQ,Unf,TA,Y,TA,Min2,TA,Fin,TA,None,None,None,12.049418835484797,171000
846,Gd,TA,No,ALQ,Unf,Ex,Y,Gd,Typ,TA,Unf,TA,None,None,None,12.269047444691562,213000
847,TA,TA,Av,BLQ,Unf,Ex,Y,TA,Typ,Fa,Unf,TA,None,None,None,11.801856756822442,133500
848,TA,TA,No,Unf,Unf,TA,Y,TA,Typ,Gd,Unf,TA,None,None,None,12.388394202324129,240000
849,TA,TA,No,Unf,Unf,Ex,Y,TA,Typ,TA,RFn,TA,None,None,None,12.138863895836725,187000
850,Gd,TA,Av,GLQ,Unf,Ex,Y,Gd,Typ,None,Fin,TA,None,None,None,11.786762130599957,131500
851,Gd,TA,Gd,Unf,Unf,Ex,Y,Gd,Typ,TA,Fin,TA,None,None,None,12.2783933071098,215000
852,TA,TA,No,Rec,Unf,Gd,Y,TA,Typ,Gd,Unf,TA,None,MnPrv,None,12.007621706806335,164000
853,TA,TA,Gd,Rec,Unf,TA,Y,TA,Typ,Fa,RFn,TA,None,MnPrv,None,11.970350312009105,158000
854,TA,TA,Mn,ALQ,Rec,TA,Y,TA,Typ,Gd,Unf,TA,None,None,None,12.043553716032399,170000
855,TA,TA,No,ALQ,Unf,Ex,Y,TA,Typ,None,Unf,TA,None,None,None,11.751942365440728,127000
856,Gd,Gd,Gd,GLQ,LwQ,TA,Y,TA,Typ,None,Unf,Fa,None,MnPrv,None,11.898187865760873,147000
857,Gd,TA,No,Unf,Unf,Gd,Y,TA,Typ,TA,Fin,TA,None,None,None,12.066810578196666,174000
858,Gd,TA,No,Unf,Unf,TA,Y,TA,Typ,TA,RFn,TA,None,MnPrv,None,11.931635799828413,152000
859,TA,TA,Mn,BLQ,Unf,TA,Y,Gd,Typ,Gd,Unf,TA,None,None,None,12.429216196844383,250000
860,TA,TA,No,Unf,Unf,Gd,Y,Gd,Typ,Gd,Unf,TA,None,GdPrv,None,12.154516158615772,189950
861,TA,TA,Mn,BLQ,Unf,Ex,Y,TA,Typ,None,Unf,TA,None,None,None,11.786762130599957,131500
862,Gd,TA,No,GLQ,Unf,TA,Y,TA,Typ,None,Unf,TA,None,GdPrv,None,11.931635799828413,152000
863,TA,TA,No,BLQ,Unf,TA,Y,TA,Typ,None,Unf,TA,None,GdPrv,None,11.794337924408413,132500
864,Ex,TA,No,Unf,Unf,Ex,Y,Gd,Typ,None,Fin,TA,None,None,None,12.431533509799543,250580
865,TA,TA,No,BLQ,Unf,TA,Y,TA,Typ,None,Unf,TA,None,MnPrv,None,11.908340237224891,148500
866,Gd,TA,Av,Unf,Unf,Ex,Y,Gd,Typ,Gd,RFn,TA,None,None,None,12.424806488355683,248900
867,TA,TA,No,ALQ,Unf,TA,Y,Fa,Typ,None,RFn,TA,None,None,Shed,11.76756768334381,129000
868,None,None,None,None,None,Gd,Y,TA,Typ,TA,Unf,TA,None,None,None,12.037653993905211,169000
869,Gd,TA,No,GLQ,Unf,Ex,Y,Gd,Typ,TA,Fin,TA,None,GdPrv,None,12.371587084007746,236000
870,TA,TA,No,Unf,Unf,Gd,N,TA,Typ,None,Unf,TA,None,None,None,11.603679828238693,109500
871,Gd,TA,No,GLQ,Unf,Ex,Y,Gd,Typ,None,RFn,TA,None,None,None,12.20856952572876,200500
872,TA,TA,Av,Unf,Unf,Gd,Y,Gd,Typ,None,Unf,TA,None,GdWo,None,11.661345470088502,116000
873,TA,TA,No,Rec,Unf,Gd,Y,TA,Typ,Gd,Unf,TA,None,None,Othr,11.79810440720389,133000
874,TA,TA,No,Unf,Unf,Ex,Y,TA,Typ,None,Unf,TA,None,None,None,11.104957226643945,66500
875,Gd,TA,Av,GLQ,Unf,Ex,Y,Ex,Typ,Gd,Fin,TA,None,None,None,12.623061104072981,303477
876,TA,TA,Gd,ALQ,Unf,Gd,Y,TA,Typ,None,Unf,TA,None,None,None,11.792449349720545,132250
877,Ex,TA,No,GLQ,Unf,Ex,Y,Ex,Typ,Gd,Fin,TA,None,None,None,12.765688433465597,350000
878,TA,TA,Av,ALQ,Unf,TA,Y,Gd,Min2,None,Unf,TA,None,MnPrv,Shed,11.904967552746252,148000
879,TA,TA,No,ALQ,Unf,Ex,Y,TA,Typ,None,Unf,TA,None,GdWo,None,11.824079893607152,136500
880,Ex,Gd,No,ALQ,Unf,Gd,Y,TA,Typ,None,Fin,TA,None,None,None,11.964001084330445,157000
881,Gd,TA,Mn,LwQ,Unf,Ex,Y,Gd,Typ,TA,RFn,TA,None,None,None,12.141534124392603,187500
882,Gd,TA,No,Unf,Unf,Gd,Y,TA,Typ,TA,RFn,TA,None,MnPrv,None,12.089538829274222,178000
883,TA,Fa,No,Unf,Unf,TA,N,TA,Typ,None,Unf,Gd,None,None,None,11.682668239557323,118500
884,TA,TA,No,BLQ,Unf,TA,Y,TA,Typ,None,RFn,TA,None,GdWo,None,11.512925464970229,100000
885,Ex,TA,Av,GLQ,Unf,Ex,Y,Gd,Typ,TA,Fin,TA,None,None,None,12.703509032177148,328900
886,TA,TA,No,LwQ,Unf,Ex,Y,TA,Typ,None,Fin,TA,None,None,None,11.884489021402711,145000
887,TA,TA,No,Unf,Unf,TA,Y,TA,Typ,None,Unf,TA,None,None,None,11.816726919301892,135500
888,TA,Gd,Gd,ALQ,Rec,Ex,Y,Gd,Typ,TA,Unf,TA,None,None,None,12.498742259492994,268000
889,TA,TA,No,BLQ,Unf,Ex,Y,TA,Typ,TA,RFn,TA,None,None,None,11.915051671812877,149500
890,TA,TA,Mn,Unf,Unf,Ex,Y,TA,Typ,Po,Unf,TA,None,MnPrv,Shed,11.719126295554126,122900
891,TA,TA,No,LwQ,Rec,Gd,Y,TA,Typ,TA,RFn,TA,None,None,None,12.058152515453552,172500
892,TA,TA,No,GLQ,Unf,TA,Y,TA,Typ,None,RFn,TA,None,MnPrv,None,11.947949375319936,154500
893,Gd,TA,Mn,BLQ,Unf,TA,Y,TA,Typ,Gd,Unf,TA,None,GdPrv,None,12.013700752882718,165000
894,None,None,None,None,None,TA,Y,TA,Typ,None,Unf,TA,None,None,None,11.685684782260491,118858
895,TA,TA,No,BLQ,Unf,TA,Y,TA,Typ,TA,RFn,TA,None,None,None,11.84939770159144,140000
896,TA,TA,No,ALQ,Unf,Ex,N,TA,Typ,None,Unf,TA,None,None,None,11.575900264131617,106500
897,None,None,None,None,None,TA,Y,TA,Typ,None,Unf,TA,None,None,None,11.870271183889114,142953
898,Ex,TA,Gd,GLQ,Unf,Ex,Y,Ex,Typ,Gd,Fin,TA,None,None,None,13.323926946863102,611657
899,TA,TA,No,BLQ,Unf,TA,Y,TA,Typ,TA,Unf,TA,None,None,None,11.813030057420567,135000
900,TA,TA,No,ALQ,Unf,TA,Y,TA,Typ,None,Unf,TA,None,None,None,11.608235644774552,110000
901,TA,TA,Mn,BLQ,Unf,TA,Y,TA,Typ,None,Unf,TA,None,None,None,11.938193200374572,153000
